Loading data...
Found 1731 confirmed mismatches to relabel
Caching reference images...
  Cached 346 reference images
To process: 1731
  [1/1731] ✓ ann    29: C:100 O:100 G:100 agree EVERGOOD CLASSIC HELE BØN -> 100(EVERGOOD CLASSIC FIL) (0.1/s, ETA:194m)
  [1003/1731] ✓ ann 32207: C:271 O:271 G:271 agree FRUKOST FULLKORN 320G WAS -> 271(FRUKOST KNEKKEBRØD 2) (0.3/s, ETA:45m)
  [1004/1731] ✓ ann 11399: C:97 O:97 G:97 agree CHEERIOS HAVRE 375G NESTL -> 97(CHEERIOS MULTI 375G ) (0.3/s, ETA:45m)
  [1005/1731] ✓ ann 10774: C:47 O:47 G:47 agree SUPERGRANOLA GLUTENFRI 35 -> 47(GRANOLA EPLE&KANEL 4) (0.3/s, ETA:45m)
  [1006/1731] ✓ ann  9310: C:232 O:232 G:232 agree EGG FRITTGÅENDE L/XL 10ST -> 232(EGG ØKOLOGISK M/L/XL) (0.3/s, ETA:45m)
  [1007/1731] ? ann 33960: C:338 O:None G:None split FRUKOST FULLKORN 320G WAS -> 338(HUSMAN KNEKKEBRØD 52) (0.3/s, ETA:45m)
  [1008/1731] ? ann  5887: C:9 O:None G:None split NESCAFÉ MOCHA 136G NESTLE -> 9(ESPRESSO INTENSO 16K) (0.3/s, ETA:45m)
  [1009/1731] ✓ ann 28828: C:39 O:None G:39 agree KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:44m)
  [1010/1731] ✓ ann  6356: C:325 O:325 G:325 agree NESCAFE GOLD ORGANIC&FAIR -> 325(NESCAFE GULL 100G) (0.3/s, ETA:44m)
  [1011/1731] ? ann  3393: C:16 O:None G:None split NESCAFE LATTE 144G -> 16(CAPPUCCINO 8KAPSLER ) (0.3/s, ETA:44m)
  [1012/1731] ? ann 11572: C:186 O:None G:None split SUPERGRANOLA GLUTENFRI 35 -> 186(SUPERGRØT SKOGSBÆR 5) (0.3/s, ETA:44m)
  [1013/1731] ? ann 18433: C:187 O:None G:None split CHEERIOS HAVRE 375G NESTL -> 187(WEETABIX ORIGINAL FR) (0.3/s, ETA:44m)
  [1014/1731] ? ann  1075: C:259 O:None G:None split NESCAFÉ CAPPUCCINO 100G N -> 259(REGIA KAKAO ORIGINAL) (0.3/s, ETA:44m)
  [1015/1731] ? ann 31607: C:39 O:None G:None split KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:44m)
  [1016/1731] ✓ ann 30223: C:295 O:295 G:295 agree KNEKKEBRØD RUNDA SESAM&HA -> 295(MELANGE FLYTENDE 500) (0.3/s, ETA:44m)
  [1017/1731] ? ann  6240: C:9 O:None G:None split NESCAFE LATTE 144G -> 9(ESPRESSO INTENSO 16K) (0.3/s, ETA:44m)
  [1018/1731] ? ann 17206: C:170 O:None G:None split GRANOLA MED JORDBÆR 390G  -> 170(MÜSLI ENERGI 650G AX) (0.3/s, ETA:44m)
  [1019/1731] ? ann 24233: C:283 O:None G:69 split DELICATE CRACKERS SEA SAL -> 283(GÅRDSEGG M/L 12STK E) (0.3/s, ETA:44m)
  [1020/1731] ? ann 21398: C:130 O:338 G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 130(WEETOS CHOCO 375G WE) (0.3/s, ETA:44m)
  [1021/1731] ? ann 20565: C:197 O:None G:None split FRUKOST FULLKORN 320G WAS -> 197(SPECIAL K CLASSIC 33) (0.3/s, ETA:44m)
  [1022/1731] ✓ ann 10789: C:47 O:None G:47 agree SUPERGRANOLA GLUTENFRI 35 -> 47(GRANOLA EPLE&KANEL 4) (0.3/s, ETA:44m)
  [1023/1731] ? ann   661: C:259 O:325 G:None split NESCAFE LATTE 144G -> 259(REGIA KAKAO ORIGINAL) (0.3/s, ETA:44m)
  [1024/1731] ✓ ann 28756: C:86 O:86 G:None agree KNEKKEBRØD SPORT+ 210G WA -> 86(HAVRE KNEKKEBRØD 300) (0.3/s, ETA:44m)
  [1025/1731] ✓ ann 18967: C:128 O:38 G:38 agree KNEKKEBRØD DIN STUND CHIA -> 38(KNEKKEBRØD DIN STUND) (0.3/s, ETA:44m)
  [1026/1731] ✓ ann 17440: C:308 O:308 G:329 agree GRANOLA MED JORDBÆR 390G  -> 308(HAVREGRANOLA  JORDBÆ) (0.3/s, ETA:44m)
  [1027/1731] ? ann  9215: C:80 O:None G:None split SOFT FLORA ORIGINAL 540G -> 80(FROKOSTEGG FRITTGÅEN) (0.3/s, ETA:44m)
  [1028/1731] ? ann 19226: C:338 O:246 G:None split FRUKOST FULLKORN 320G WAS -> 338(HUSMAN KNEKKEBRØD 52) (0.3/s, ETA:44m)
  [1029/1731] ? ann 33451: C:39 O:38 G:None split KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:43m)
  [1030/1731] ✓ ann   130: C:340 O:49 G:49 agree ALI MØRKBRENT FILTERMALT  -> 49(EVERGOOD DARK ROAST ) (0.3/s, ETA:43m)
  [1031/1731] ? ann   407: C:16 O:None G:None split NESCAFE LATTE 144G -> 16(CAPPUCCINO 8KAPSLER ) (0.3/s, ETA:43m)
  [1032/1731] ? ann  3509: C:16 O:None G:None split NESCAFE LATTE 144G -> 16(CAPPUCCINO 8KAPSLER ) (0.3/s, ETA:43m)
  [1033/1731] ? ann  3003: C:9 O:None G:None split NESCAFÉ MOCHA 136G NESTLE -> 9(ESPRESSO INTENSO 16K) (0.3/s, ETA:43m)
  [1034/1731] ? ann 28047: C:84 O:86 G:None split FRUKOST FULLKORN 320G WAS -> 84(HAVRE KNEKKEBRØD ØKO) (0.3/s, ETA:43m)
  [1035/1731] ✓ ann  4895: C:341 O:19 G:19 agree EVERGOOD CLASSIC FILTERMA -> 19(MOLLBERGS ZOEGAS 16K) (0.3/s, ETA:43m)
  [1036/1731] ? ann 25092: C:244 O:84 G:None split FRUKOST FULLKORN 320G WAS -> 244(RUGSPRØ HAVRE 180G W) (0.3/s, ETA:43m)
  [1037/1731] ? ann 25408: C:109 O:243 G:None split LEKSANDS KNEKKE NORMALT S -> 109(KNEKKEBRØD 100 FRØ&H) (0.3/s, ETA:43m)
  [1038/1731] ? ann 21377: C:211 O:338 G:None split LEKSANDS KNEKKE GODT STEK -> 211(BJØRN HAVREMEL 1KG A) (0.3/s, ETA:43m)
  [1039/1731] ? ann 34356: C:261 O:296 G:None split FRUKOST FULLKORN 320G WAS -> 261(MÜSLI HASSELNØTT 600) (0.3/s, ETA:43m)
  [1040/1731] ? ann  5811: C:259 O:56 G:None split NESCAFÉ CAPPUCCINO 100G N -> 259(REGIA KAKAO ORIGINAL) (0.3/s, ETA:43m)
  [1041/1731] ? ann 33887: C:39 O:109 G:None split KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:43m)
  [1042/1731] ? ann 18892: C:86 O:None G:None split KNEKKEBRØD RUNDA SESAM&HA -> 86(HAVRE KNEKKEBRØD 300) (0.3/s, ETA:43m)
  [1043/1731] ? ann 24298: C:323 O:None G:None split FRUKOST KNEKKEBRØD 240G W -> 323(KRUTONGER CHEESE&GAR) (0.3/s, ETA:43m)
  [1044/1731] ? ann 19431: C:39 O:None G:None split KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:43m)
  [1045/1731] ? ann 21489: C:289 O:349 G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 289(OREO O'S FROKOSTBLAN) (0.3/s, ETA:42m)
  [1046/1731] ? ann 24217: C:226 O:None G:None split RUGSPRØ 200G WASA -> 226(LEKSANDS TREKANT HAV) (0.3/s, ETA:42m)
  [1047/1731] ? ann 24816: C:289 O:86 G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 289(OREO O'S FROKOSTBLAN) (0.3/s, ETA:42m)
  [1048/1731] ✓ ann 32531: C:204 O:204 G:204 agree MELLOMBAR JORDBÆR HVIT SJ -> 204(MELLOMBAR SALT KARAM) (0.3/s, ETA:42m)
  [1049/1731] ? ann  6186: C:9 O:178 G:None split NESCAFE LATTE 144G -> 9(ESPRESSO INTENSO 16K) (0.3/s, ETA:42m)
  [1050/1731] ? ann  3884: C:259 O:None G:None split NESCAFÉ CAPPUCCINO 100G N -> 259(REGIA KAKAO ORIGINAL) (0.3/s, ETA:42m)
  [1051/1731] ? ann 15065: C:164 O:None G:None split HAVREGRØT ROSIN&VANILJE 5 -> 164(GRANOLA NATURELL 475) (0.3/s, ETA:42m)
  [1052/1731] ? ann 24252: C:241 O:None G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 241(SANDWICH CHEESE GRES) (0.3/s, ETA:42m)
  [1053/1731] ? ann  3269: C:303 O:None G:None split ENGLISH BREAKFAST TEA 25P -> 303(KNEKKEBRØD HAVRE 220) (0.3/s, ETA:42m)
  [1054/1731] ? ann 34091: C:265 O:109 G:None split KNEKKEBRØD SPORT+ 210G WA -> 265(MELLOMBAR SUKKERFRI ) (0.3/s, ETA:42m)
  [1055/1731] ? ann 15910: C:187 O:None G:None split CHEERIOS HAVRE 375G NESTL -> 187(WEETABIX ORIGINAL FR) (0.3/s, ETA:42m)
  [1056/1731] ? ann 24187: C:125 O:None G:None split KNEKKEBRØD HAVRE GL.FRI 1 -> 125(SJOKOLADEDRIKK 512G ) (0.3/s, ETA:42m)
  [1057/1731] ? ann 20737: C:244 O:271 G:None split FRUKOST FULLKORN 320G WAS -> 244(RUGSPRØ HAVRE 180G W) (0.3/s, ETA:42m)
  [1058/1731] ✓ ann  2404: C:256 O:256 G:256 agree EVERGOOD CLASSIC KAFFEKAP -> 256(KAFFEFILTER PRESSKAN) (0.3/s, ETA:42m)
  [1059/1731] ? ann 10553: C:2 O:None G:None split HAVREGRØT ROSIN&VANILJE 5 -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:42m)
  [1060/1731] ✓ ann 30594: C:39 O:39 G:39 agree KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:41m)
  [1061/1731] ? ann 25237: C:84 O:86 G:None split FRUKOST FULLKORN 320G WAS -> 84(HAVRE KNEKKEBRØD ØKO) (0.3/s, ETA:41m)
  [1062/1731] ? ann 21926: C:39 O:None G:None split KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:41m)
  [1063/1731] ✓ ann 28271: C:284 O:284 G:284 agree MELLOMBAR SALT KARAMELL 1 -> 284(MELLOMBAR KOKOS&SJOK) (0.3/s, ETA:41m)
  [1064/1731] ? ann  3235: C:259 O:None G:None split NESCAFÉ CAPPUCCINO 100G N -> 259(REGIA KAKAO ORIGINAL) (0.3/s, ETA:41m)
  [1065/1731] ? ann 11134: C:116 O:97 G:None split CHEERIOS HAVRE 375G NESTL -> 116(FROKOSTBLANDING LION) (0.3/s, ETA:41m)
  [1066/1731] ? ann  2556: C:259 O:None G:None split NESCAFÉ CAPPUCCINO 100G N -> 259(REGIA KAKAO ORIGINAL) (0.3/s, ETA:41m)
  [1067/1731] ✓ ann  9150: C:72 O:72 G:232 agree EGG FRITTGÅENDE M/L 6PK P -> 72(EGG FRITTGÅENDE 12ST) (0.3/s, ETA:41m)
  [1068/1731] ? ann  1413: C:56 O:None G:None split NESCAFÉ CAPPUCCINO 100G N -> 56(SJOKOLADEDRIKK 10PK ) (0.3/s, ETA:41m)
  [1069/1731] ? ann 24255: C:242 O:None G:None split SANDWICH BRUNOST 36G WASA -> 242(BOG 390G GILDE) (0.3/s, ETA:41m)
  [1070/1731] ? ann 28338: C:25 O:None G:None split RUGSPRØ 200G WASA -> 25(ALI MØRKBRENT KAFFEK) (0.3/s, ETA:41m)
  [1071/1731] ✓ ann  2397: C:325 O:325 G:325 agree NESCAFE GOLD ORGANIC&FAIR -> 325(NESCAFE GULL 100G) (0.3/s, ETA:41m)
  [1072/1731] ? ann 10409: C:2 O:None G:None split MÜSLI HASSELNØTT 600G AXA -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:41m)
  [1073/1731] ✓ ann 30647: C:246 O:246 G:338 agree FLATBRØD ØKOLOGISK 190G R -> 246(HUSMAN KNEKKEBRØD 26) (0.3/s, ETA:41m)
  [1074/1731] ✓ ann  4110: C:325 O:325 G:325 agree NESCAFE GOLD ORGANIC&FAIR -> 325(NESCAFE GULL 100G) (0.3/s, ETA:41m)
  [1075/1731] ? ann 10377: C:308 O:None G:None split GRANOLA MED JORDBÆR 390G  -> 308(HAVREGRANOLA  JORDBÆ) (0.3/s, ETA:41m)
  [1076/1731] ? ann 30301: C:92 O:338 G:None split FRUKOST FULLKORN 320G WAS -> 92(KNEKKEBRØD GODT FOR ) (0.3/s, ETA:41m)
  [1077/1731] ? ann 24309: C:14 O:None G:None split FRØKRISP KNEKKEBRØD ØKOLO -> 14(GRANOLA NØTTER 375G ) (0.3/s, ETA:40m)
  [1078/1731] ? ann 24186: C:14 O:None G:None split SANDWICH CHEESE TOMAT&BAS -> 14(GRANOLA NØTTER 375G ) (0.3/s, ETA:40m)
  [1079/1731] ? ann 17736: C:2 O:None G:None split CHEERIOS HAVRE 375G NESTL -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:40m)
  [1080/1731] ✓ ann 20013: C:39 O:39 G:39 agree KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:40m)
  [1081/1731] ? ann  6975: C:259 O:None G:None split NESCAFÉ CAPPUCCINO 100G N -> 259(REGIA KAKAO ORIGINAL) (0.3/s, ETA:40m)
  [1082/1731] ✓ ann  7625: C:72 O:72 G:72 agree EGG ØKOLOGISK 6STK 375G J -> 72(EGG FRITTGÅENDE 12ST) (0.3/s, ETA:40m)
  [1083/1731] ✓ ann  8295: C:220 O:220 G:220 agree MEIERISMØR 500G TINE -> 220(MEIERISMØR 250G BORD) (0.3/s, ETA:40m)
  [1084/1731] ✓ ann 11967: C:308 O:308 G:None agree BERIT GRANOLA M/PUFFET HA -> 308(HAVREGRANOLA  JORDBÆ) (0.3/s, ETA:40m)
  [1085/1731] ? ann 13493: C:187 O:97 G:None split CHEERIOS HAVRE 375G NESTL -> 187(WEETABIX ORIGINAL FR) (0.3/s, ETA:40m)
  [1086/1731] ? ann 15221: C:183 O:None G:None split CHEERIOS HAVRE 375G NESTL -> 183(KNEKKEBRØD GODT FOR ) (0.3/s, ETA:40m)
  [1087/1731] ? ann 18894: C:39 O:None G:None split KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:40m)
  [1088/1731] ✓ ann 19205: C:82 O:82 G:82 agree KNEKKEBRØD 220G SIGDAL -> 82(FRØ & HAVSALT 200G L) (0.3/s, ETA:40m)
  [1089/1731] ? ann 24244: C:230 O:None G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 230(JARLSBERG 27% SKIVET) (0.3/s, ETA:40m)
  [1090/1731] ✓ ann 25503: C:246 O:246 G:84 agree FRUKOST FULLKORN 320G WAS -> 246(HUSMAN KNEKKEBRØD 26) (0.3/s, ETA:40m)
  [1091/1731] ? ann 27558: C:39 O:None G:None split KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:40m)
  [1092/1731] ✓ ann 12979: C:47 O:47 G:47 agree SUPERGRANOLA GLUTENFRI 35 -> 47(GRANOLA EPLE&KANEL 4) (0.3/s, ETA:40m)
  [1093/1731] ✓ ann  2513: C:9 O:9 G:9 agree AMERICANO 16 KAPSLER DOLC -> 9(ESPRESSO INTENSO 16K) (0.3/s, ETA:39m)
  [1094/1731] ✓ ann 24002: C:271 O:271 G:None agree FRUKOST FULLKORN 320G WAS -> 271(FRUKOST KNEKKEBRØD 2) (0.3/s, ETA:39m)
  [1095/1731] ? ann 17982: C:92 O:None G:61 split MUSLI ENERGI 675G AXA -> 92(KNEKKEBRØD GODT FOR ) (0.3/s, ETA:39m)
  [1096/1731] ? ann 20360: C:280 O:None G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 280(RISKAKER 100G FIRST ) (0.3/s, ETA:39m)
  [1097/1731] ? ann 20986: C:250 O:296 G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 250(LEKSANDS KNEKKE NORM) (0.3/s, ETA:39m)
  [1098/1731] ✓ ann 30641: C:271 O:271 G:271 agree FRUKOST FULLKORN 320G WAS -> 271(FRUKOST KNEKKEBRØD 2) (0.3/s, ETA:39m)
  [1099/1731] ? ann 24236: C:331 O:None G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 331(SANDWICH PIZZA 37G W) (0.3/s, ETA:39m)
  [1100/1731] ✓ ann 20479: C:68 O:68 G:68 agree MAISKAKER POPCORN 125G FR -> 68(MAISKAKER SOURCREAM&) (0.3/s, ETA:39m)
  [1101/1731] ✓ ann 25421: C:226 O:226 G:None agree FRØ & HAVSALT 200G LEKSAN -> 226(LEKSANDS TREKANT HAV) (0.3/s, ETA:39m)
  [1102/1731] ? ann 31593: C:147 O:None G:207 split SURDEIG KNEKKEBRØD WASA -> 147(ROOIBOS TE ØKOLOGISK) (0.3/s, ETA:39m)
  [1103/1731] ? ann 24248: C:186 O:None G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 186(SUPERGRØT SKOGSBÆR 5) (0.3/s, ETA:39m)
  [1104/1731] ? ann 31299: C:130 O:349 G:152 split KNEKKEBRØD 100 FRØ&HAVSAL -> 130(WEETOS CHOCO 375G WE) (0.3/s, ETA:39m)
  [1105/1731] ✓ ann 10773: C:47 O:47 G:47 agree SUPERGRANOLA GLUTENFRI 35 -> 47(GRANOLA EPLE&KANEL 4) (0.3/s, ETA:39m)
  [1106/1731] ? ann 17405: C:92 O:212 G:36 split 4-KORN 675G AXA -> 92(KNEKKEBRØD GODT FOR ) (0.3/s, ETA:39m)
  [1107/1731] ? ann 21445: C:244 O:84 G:None split FRUKOST FULLKORN 320G WAS -> 244(RUGSPRØ HAVRE 180G W) (0.3/s, ETA:39m)
  [1108/1731] ? ann 24328: C:52 O:None G:None split FRUKOST FULLKORN 320G WAS -> 52(RUGSPRØ 200G WASA) (0.3/s, ETA:39m)
  [1109/1731] ? ann 17635: C:315 O:None G:None split GRANOLA PEKAN HONNINGSRIS -> 315(4-KORN 675G AXA) (0.3/s, ETA:38m)
  [1110/1731] ✓ ann 28827: C:39 O:None G:39 agree KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:38m)
  [1111/1731] ✓ ann  7810: C:275 O:275 G:None agree GÅRDSEGG M/L 12STK ELDORA -> 275(EGG FRITTGÅENDE 18ST) (0.3/s, ETA:38m)
  [1112/1731] ? ann 24329: C:244 O:86 G:None split FRUKOST FULLKORN 320G WAS -> 244(RUGSPRØ HAVRE 180G W) (0.3/s, ETA:38m)
  [1113/1731] ? ann  8297: C:104 O:220 G:None split MEIERISMØR 500G TINE -> 104(SMØR USALTET 250G TI) (0.3/s, ETA:38m)
  [1114/1731] ? ann 19766: C:39 O:None G:None split KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:38m)
  [1115/1731] ? ann  1156: C:259 O:None G:None split NESCAFE LATTE 144G -> 259(REGIA KAKAO ORIGINAL) (0.3/s, ETA:38m)
  [1116/1731] ? ann 22478: C:246 O:338 G:None split FRUKOST FULLKORN 320G WAS -> 246(HUSMAN KNEKKEBRØD 26) (0.3/s, ETA:38m)
  [1117/1731] ? ann  3714: C:16 O:None G:None split NESCAFÉ CAPPUCCINO 100G N -> 16(CAPPUCCINO 8KAPSLER ) (0.3/s, ETA:38m)
  [1118/1731] ✓ ann 24235: C:147 O:None G:147 agree KNEKKEBRØD 100 FRØ&HAVSAL -> 147(ROOIBOS TE ØKOLOGISK) (0.3/s, ETA:38m)
  [1119/1731] ? ann 18403: C:265 O:197 G:None split CORN FLAKES 500G KELLOGGS -> 265(MELLOMBAR SUKKERFRI ) (0.3/s, ETA:38m)
  [1120/1731] ✓ ann 31726: C:307 O:38 G:38 agree KNEKKEBRØD RUNDA SESAM&HA -> 38(KNEKKEBRØD DIN STUND) (0.3/s, ETA:38m)
  [1121/1731] ? ann 20713: C:244 O:86 G:None split KNEKKEBRØD SPORT+ 210G WA -> 244(RUGSPRØ HAVRE 180G W) (0.3/s, ETA:38m)
  [1122/1731] ✓ ann 20735: C:271 O:271 G:271 agree FRUKOST FULLKORN 320G WAS -> 271(FRUKOST KNEKKEBRØD 2) (0.3/s, ETA:38m)
  [1123/1731] ? ann 24279: C:7 O:None G:None split SANDWICH CHEESE TOMAT&BAS -> 7(PUFFET HAVRE 340G FI) (0.3/s, ETA:38m)
  [1124/1731] ? ann 24190: C:2 O:None G:None split SANDWICH CHEESE TOMAT&BAS -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:38m)
  [1125/1731] ✓ ann  3536: C:189 O:27 G:189 agree BLACK TEA PEACG&MANGO 20P -> 189(YELLOW LABEL TEA 25P) (0.3/s, ETA:38m)
  [1126/1731] ✓ ann 24001: C:271 O:271 G:None agree FRUKOST FULLKORN 320G WAS -> 271(FRUKOST KNEKKEBRØD 2) (0.3/s, ETA:37m)
  [1127/1731] ✓ ann 11212: C:315 O:315 G:315 agree MUSLI FRUKT 700G AXA -> 315(4-KORN 675G AXA) (0.3/s, ETA:37m)
  [1128/1731] ? ann  1901: C:99 O:None G:None split TROPISK AROMA FILTERMALT  -> 99(NESCAFE ORIGINAL 180) (0.3/s, ETA:37m)
  [1129/1731] ✓ ann 16749: C:262 O:262 G:262 agree SVARTHAVRERIS ØKOLOGISK D -> 262(HAVREGRØT STEEL CUT ) (0.3/s, ETA:37m)
  [1130/1731] ? ann 27857: C:116 O:246 G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 116(FROKOSTBLANDING LION) (0.3/s, ETA:37m)
  [1131/1731] ? ann 29366: C:3 O:None G:None split GRISSINI M/ROSMARIN 200G  -> 3(KNEKKEBRØD DIN STUND) (0.3/s, ETA:37m)
  [1132/1731] ✓ ann 11177: C:61 O:59 G:61 agree MUSLI FRUKT 700G AXA -> 61(MUSLI BLÅBÆR 630G AX) (0.3/s, ETA:37m)
  [1133/1731] ✓ ann 23692: C:271 O:271 G:271 agree FRUKOST FULLKORN 320G WAS -> 271(FRUKOST KNEKKEBRØD 2) (0.3/s, ETA:37m)
  [1134/1731] ? ann  6238: C:9 O:None G:None split NESCAFÉ MOCHA 136G NESTLE -> 9(ESPRESSO INTENSO 16K) (0.3/s, ETA:37m)
  [1135/1731] ? ann 24157: C:109 O:None G:None split FRUKOST KNEKKEBRØD 240G W -> 109(KNEKKEBRØD 100 FRØ&H) (0.3/s, ETA:37m)
  [1136/1731] ✓ ann 25638: C:52 O:52 G:None agree FRUKOST KNEKKEBRØD 240G W -> 52(RUGSPRØ 200G WASA) (0.3/s, ETA:37m)
  [1137/1731] ? ann 19707: C:244 O:52 G:None split FRUKOST FULLKORN 320G WAS -> 244(RUGSPRØ HAVRE 180G W) (0.3/s, ETA:37m)
  [1138/1731] ✓ ann  3936: C:173 O:173 G:173 agree SPICY INDIAN CHAI TEA 20P -> 173(EARL GREY TEA 25POS ) (0.3/s, ETA:37m)
  [1139/1731] ✓ ann 18787: C:39 O:None G:39 agree KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:37m)
  [1140/1731] ✓ ann 19212: C:109 O:109 G:None agree FIBER BALANCE 230G WASA -> 109(KNEKKEBRØD 100 FRØ&H) (0.3/s, ETA:37m)
  [1141/1731] ? ann 28250: C:345 O:None G:None split FRUKOST FULLKORN 320G WAS -> 345(KNEKKEBRØD URTER&HAV) (0.3/s, ETA:36m)
  [1142/1731] ? ann  4040: C:9 O:None G:None split NESCAFÉ MOCHA 136G NESTLE -> 9(ESPRESSO INTENSO 16K) (0.3/s, ETA:36m)
  [1143/1731] ? ann 12422: C:342 O:None G:None split SVARTHAVRERIS ØKOLOGISK D -> 342(HAVREFRAS 375G) (0.3/s, ETA:36m)
  [1144/1731] ✓ ann 22477: C:338 O:338 G:None agree FRUKOST FULLKORN 320G WAS -> 338(HUSMAN KNEKKEBRØD 52) (0.3/s, ETA:36m)
  [1145/1731] ? ann  3906: C:71 O:None G:None split GRANDE INTENSO 16KAPSLER  -> 71(AMERICANO 16 KAPSLER) (0.3/s, ETA:36m)
  [1146/1731] ✓ ann 24503: C:85 O:None G:85 agree SURDEIG KNEKKEBRØD WASA -> 85(RIS PUFFET 260G FIRS) (0.3/s, ETA:36m)
  [1147/1731] ? ann 21829: C:39 O:152 G:None split KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:36m)
  [1148/1731] ? ann 31035: C:62 O:None G:None split FRUKOST FULLKORN 320G WAS -> 62(KAVRINGER 350G WASA) (0.3/s, ETA:36m)
  [1149/1731] ? ann 11912: C:2 O:None G:None split HAVREGRØT ROSIN&VANILJE 5 -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:36m)
  [1150/1731] ✓ ann 19634: C:92 O:92 G:92 agree KNEKKEBRØD HAVRE 220G SIG -> 92(KNEKKEBRØD GODT FOR ) (0.3/s, ETA:36m)
  [1151/1731] ? ann 28020: C:309 O:None G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 309(FIRE RØDE FRUKTER 25) (0.3/s, ETA:36m)
  [1152/1731] ✓ ann  1763: C:282 O:282 G:282 agree NESCAFE GOLD KOFFEINFRI 1 -> 282(FILTERPOSER NR.4 200) (0.3/s, ETA:36m)
  [1153/1731] ? ann 18406: C:116 O:None G:None split CHEERIOS HAVRE 375G NESTL -> 116(FROKOSTBLANDING LION) (0.3/s, ETA:36m)
  [1154/1731] ? ann 19750: C:39 O:38 G:None split KNEKKEBRØD RUNDA SESAM&HA -> 39(KNEKKEBRØD RUNDA KAN) (0.3/s, ETA:36m)
  [1155/1731] ? ann 33466: C:345 O:212 G:92 split KNEKKEBRØD HAVRE 220G SIG -> 345(KNEKKEBRØD URTER&HAV) (0.3/s, ETA:36m)
  [1156/1731] ? ann 11091: C:2 O:None G:None split CHEERIOS HAVRE 375G NESTL -> 2(FROKOSTRINGER FRUKTS) (0.3/s, ETA:36m)
  [1157/1731] ? ann   119: C:16 O:None G:None split NESCAFÉ MOCHA 136G NESTLE -> 16(CAPPUCCINO 8KAPSLER ) (0.3/s, ETA:36m)
  [1158/1731] ✓ ann 24524: C:244 O:244 G:None agree KNEKKEBRØD SPORT+ 210G WA -> 244(RUGSPRØ HAVRE 180G W) (0.3/s, ETA:35m)
  [1159/1731] ✓ ann  7019: C:45 O:45 G:45 agree EARL GREY TEA 25POS TWINI -> 45(LADY GREY TEA 25POS ) (0.3/s, ETA:35m)
  [1160/1731] ? ann 24195: C:264 O:None G:None split BRUSCHETTE FINE CHEESE MA -> 264(MELLOMBAR JORDBÆR HV) (0.3/s, ETA:35m)
  [1161/1731] ? ann 27396: C:116 O:86 G:None split KNEKKEBRØD 100 FRØ&HAVSAL -> 116(FROKOSTBLANDING LION) (0.3/s, ETA:35m)
  [1162/1731] ? ann 32846: C:244 O:None G:None split FRUKOST KNEKKEBRØD 240G W -> 244(RUGSPRØ HAVRE 180G W) (0.3/s, ETA:35m)
  [1163/1731] ? ann 15974: C:187 O:None G:None split CHEERIOS HAVRE 375G NESTL -> 187(WEETABIX ORIGINAL FR) (0.3/s, ETA:35m)
